jlpt,kanji,kana,english
n1,襲う,おそう,to attack
n1,遅くとも,おそくとも,at the latest
n1,恐らく,おそらく,perhaps
n1,恐れ,おそれ,fear;horror
n1,恐れ入る,おそれいる,to be filled with awe;to feel small;to be amazed;to be surprised;to be disconcerted;to be sorry;to b
n1,お大事に,おだいじに,Take care of yourself
n1,煽てる,おだてる,to stir up;to instigate;to flatter
n1,落ち込む,おちこむ,to fall into;to feel down (sad)
n1,落ち着き,おちつき,calm;composure
n1,落ち葉,おちば,fallen leaves;leaf litter;defoliation;shedding leaves
n1,落ちる,おちる,to fail (e.g. exam);to fall down;to drop
n1,,おっかない,frightening;huge
n1,仰っしゃる,おっしゃる,to say;to speak;to tell;to talk
n1,乙,おつ,1. strange;quaint;stylish;chic;spicy;queer;witty;tasty;romantic;2. 2nd in rank;second sign of the
n1,お使い,おつかい,errand
n1,お手上げ,おてあげ,all over;given in;given up hope;bring to knees
n1,御手洗い,おてあらい,toilet;restroom;lavatory;bathroom (US)
n1,弟,おと,younger brother
n1,落とす,おとす,to drop;to lose;to let fall
n1,訪れる,おとずれる,to visit
n1,大人しい,おとなしい,obedient;docile;quiet
n1,少女,おとめ,daughter;young lady;virgin;maiden;little girl
n1,お供,おとも,attendant;companion
n1,衰える,おとろえる,to become weak;to decline;to wear;to abate;to decay;to wither;to waste away
n1,,おどおど,coweringly;hesitantly
n1,脅かす,おどかす,to threaten;to coerce
n1,脅す,おどす,to threaten;to menace
n1,驚き,おどろき,surprise;astonishment;wonder
n1,同い年,おないどし,of the same age
n1,女子,おなご,woman;girl
n1,お願いします,おねがいします,please
n1,各,おのおの,each;every;either;respectively;severally
n1,自ずから,おのずから,naturally;as a matter of course
n1,お早う,おはよう,Good morning
n1,お祖母さん,おばあさん,grandmother;female senior-citizen
n1,怯える,おびえる,to become frightened;to have a nightmare
n1,夥しい,おびただしい,abundantly;innumerably
n1,帯びる,おびる,to wear;to carry;to be entrusted;to have;to take on;to have a trace of;to be tinged with
n1,覚え,おぼえ,memory;sense;experience
n1,御負け,おまけ,1. a discount;a prize;2. something additional;bonus;an extra;3. an exaggeration
n1,お巡りさん,おまわりさん,policeman (friendly term)
n1,お宮,おみや,Shinto shrine
n1,お襁褓,おむつ,diaper;nappy
n1,お目出度う,おめでとう,(ateji) (int) (uk) Congratulations!;an auspicious occasion!
n1,面,おも,face
n1,思い付き,おもいつき,plan;idea;suggestion
n1,面白い,おもしろい,interesting;amusing
n1,玩具,おもちゃ,toy
n1,重なる,おもなる,main;principal;important
n1,趣,おもむき,meaning;tenor;gist;effect;appearance;taste;grace;charm;refinement
n1,赴く,おもむく,to go;to proceed;to repair to;to become
n1,重役,おもやく,heavy responsibilities;director
n1,重んじる,おもんじる,to respect;to honor;to esteem;to prize
n1,重んずる,おもんずる,to honor;to respect;to esteem;to prize
n1,お休み,おやすみ,holiday;absence;rest;Good night
n1,お八,おやつ,1. (uk) between meal snack;afternoon refreshment;afternoon tea;2. mid-day snack
n1,凡そ,およそ,about;roughly;as a rule;approximately
n1,及び,および,and;as well as
n1,及ぶ,およぶ,to reach;to come up to;to amount to;to befall;to happen to;to extend;to match;to equal
n1,織,おり,weave;weaving;woven item
n1,檻,おり,cage;pen;jail cell
n1,折り返す,おりかえす,to turn up;to fold back
n1,織物,おりもの,textile;fabric
n1,織る,おる,to weave
n1,俺,おれ,I (ego) (boastful first-person pronoun)
n1,愚か,おろか,foolish;stupid
n1,疎か,おろそか,neglect;negligence;carelessness
n1,終わる,おわる,to finish;to close
n1,音色,おんいろ,tone color;tone quality;timbre;synthesizer patch
n1,温和,おんわ,gentle;mild;moderate
n1,仮,か,tentative;provisional
n1,科,か,department;section
n1,個,か,article counter
n1,下位,かい,low rank;subordinate;lower order (e.g. byte)
n1,階,かい,-floor (counter);stories
n1,改悪,かいあく,deterioration;changing for the worse
n1,海運,かいうん,maritime;marine transportation
n1,改革,かいかく,reform;reformation;innovation
n1,貝殻,かいがら,shell
n1,階級,かいきゅう,class;rank;grade
n1,海峡,かいきょう,channel
n1,会見,かいけん,interview;audience
n1,介護,かいご,nursing
n1,開催,かいさい,holding a meeting;open an exhibition
n1,回収,かいしゅう,collection;recovery
n1,改修,かいしゅう,repair;improvement
n1,怪獣,かいじゅう,monster
n1,解除,かいじょ,cancellation;rescinding;release;calling off
n1,回送,かいそう,forwarding
n1,階層,かいそう,class;level;stratum;hierarchy
n1,開拓,かいたく,reclamation (of wasteland);cultivation;pioneer
n1,会談,かいだん,conversation;conference;discussion;interview
n1,改定,かいてい,reform
n1,改訂,かいてい,revision
n1,街道,かいどう,highway
n1,介入,かいにゅう,intervention
n1,開発,かいはつ,development;exploitation
n1,海抜,かいばつ,height above sea level
n1,介抱,かいほう,nursing;looking after
n1,解剖,かいぼう,dissection;autopsy
n1,回覧,かいらん,circulation
n1,海流,かいりゅう,ocean current
n1,改良,かいりょう,improvement;reform
n1,回路,かいろ,circuit (electric)
n1,顧みる,かえりみる,to look back;to turn around;to review
n1,省みる,かえりみる,to reflect
n1,返る,かえる,to return;to come back;to go back
n1,顔付き,かおつき,(outward) looks;features;face;countenance;expression
n1,掲げる,かかげる,to publish;to print;to carry (an article);to put up;to hang out;to hoist;to fly (a sail);to float (a
n1,踵,かかと,(shoe) heel
n1,係り,かかり,official;duty;person in charge
n1,課外,かがい,extracurricular
n1,書き取り,かきとり,dictation
n1,書き取る,かきとる,to write down;to take dictation;to take notes
n1,掻き回す,かきまわす,to stir up;to churn;to ransack;to disturb
n1,欠く,かく,to lack;to break;to crack;to chip
n1,角,かく,1. angle;2. bishop (shogi)
n1,核,かく,nucleus;kernel
n1,格,かく,status;character;case
n1,佳句,かく,beautiful passage of literature
n1,画,かく,stroke
n1,格差,かくさ,qualitative difference;disparity
n1,拡散,かくさん,scattering;diffusion
n1,各種,かくしゅ,every kind;all sorts
n1,隔週,かくしゅう,every other week
n1,確信,かくしん,conviction;confidence
n1,革新,かくしん,reform;innovation
n1,確定,かくてい,definition (math);decision;settlement
n1,獲得,かくとく,acquisition;possession
n1,確保,かくほ,guarantee;ensure;maintain;insure;secure
n1,革命,かくめい,revolution
n1,確立,かくりつ,establishment
n1,賭け,かけ,betting;gambling;a gamble
n1,掛け,かけ,credit
n1,駆け足,かけあし,running fast;double time
n1,家計,かけい,household economy;family finances
n1,駆けっこ,かけっこ,(foot) race
n1,駆ける,かける,to run (race esp. horse);to gallop;to canter
n1,賭ける,かける,to wager;to bet;to risk;to stake;to gamble
n1,ヶ月,かげつ,#NAME?
n1,加工,かこう,manufacturing;processing;treatment
n1,化合,かごう,chemical combination
n1,嵩張る,かさばる,to be bulky;to be unwieldy;to grow voluminous
n1,嵩む,かさむ,to pile up;to increase
n1,風車,かざぐるま,1. windmill;2. pinwheel
n1,畏まりました,かしこまりました,certainly!
n1,華奢,かしゃ,luxury;pomp;delicate;slender;gorgeous
n1,箇所,かしょ,passage;place;point;part
n1,火傷,かしょう,burn;scald
n1,箇条書き,かじょうがき,itemized form;itemization
n1,噛る,かじる,to chew;to bite (at);to gnaw;to nibble;to munch;to crunch;to have a smattering of
n1,微か,かすか,faint;dim;weak;indistinct;hazy;poor;wretched
n1,霞む,かすむ,to grow hazy;to be misty
n1,化する,かする,to change into;to convert into;to transform;to be reduced;to influence;to improve (someone)
n1,擦る,かする,to touch lightly;to take a percentage (from)
n1,火星,かせい,Mars (planet)
n1,化石,かせき,fossil;petrifaction;fossilization
n1,河川,かせん,rivers
n1,化繊,かせん,synthetic fibres
n1,過疎,かそ,depopulation
n1,過多,かた,excess;superabundance
n1,難い,かたい,difficult;hard
n1,片思い,かたおもい,unrequited love
n1,敵,かたき,enemy;rival
n1,気質,かたぎ,spirit;character;trait;temperament;disposition
n1,片言,かたこと,a smattering;talk like a baby;speak haltingly
n1,片付け,かたづけ,tidying up;finishing
n1,傾く,かたぶく,to incline toward;to slant;to lurch;to heel over;to be disposed to;to trend toward;to be prone to;to
n1,傾ける,かたむける,to incline;to list;to bend;to lean;to tip;to tilt;to slant;to concentrate on;to ruin (a country);to
n1,固める,かためる,to harden;to freeze;to fortify
n1,偏る,かたよる,to be one-sided;to incline;to be partial;to be prejudiced;to lean;to be biased
n1,傍ら,かたわら,beside(s);while;nearby
n1,課題,かだい,subject;theme;task
n1,花壇,かだん,flower bed
n1,家畜,かちく,domestic animals;livestock;cattle
n1,画期,かっき,epoch-making
n1,活発,かっぱつ,vigor;active
n1,且つ,かつ,yet;and
n1,割,かつ,divide;cut;halve;separate;split;rip;break;crack;smash;dilute
n1,嘗て,かつて,once;ever
n1,日付,かづけ,date;dating
n1,門,かど,gate
n1,叶う,かなう,to come true (wish)
n1,叶える,かなえる,to grant (request wish)
n1,金槌,かなづち,1. (iron) hammer;2. punishment
n1,鉄棒,かなぼう,iron rod;crowbar;horizontal bar (gymnastics)
n1,可成,かなり,considerably;fairly;quite
n1,加入,かにゅう,becoming a member;joining;entry;admission;subscription;affiliation;adherence;signing
n1,金庫,かねぐら,safe;vault;treasury;provider of funds
n1,予言,かねごと,prediction;promise;prognostication
n1,兼ねて,かねて,simultaneously
n1,下番,かばん,going off duty
n1,下品,かひん,inferior article
n1,華美,かび,pomp;splendor;gaudiness
n1,花粉,かふん,pollen
n1,株式,かぶしき,stock (company)
n1,気触れる,かぶれる,to react to;to be influenced by;to go overboard for
n1,貨幣,かへい,money;currency;coinage
n1,構え,かまえ,posture;pose;style
n1,構える,かまえる,to set up
n1,加味,かみ,seasoning;flavoring
n1,噛み切る,かみきる,to bite off;to gnaw through
n1,過密,かみつ,crowded
n1,瓶,かめ,earthenware pot
n1,かも知れない,かもしれない,may;might;perhaps;may be;possibly
n1,粥,かゆ,(rice) gruel
n1,痒い,かゆい,itchy;itching
n1,揶揄う,からかう,to ridicule;to tease;to banter with;to make fun of
n1,身体,からだ,the body
n1,体付き,からだつき,body build;figure
n1,絡む,からむ,to entangle;to entwine
n1,借り,かり,borrowing;debt;loan
n1,下吏,かり,lower official
n1,加留多,かるた,(pt:) (n) playing cards (pt: carta)
n1,涸れる,かれる,to dry up;to run out
n1,過労,かろう,overwork;strain
n1,辛うじて,かろうじて,barely;narrowly;just manage to do st
n1,側,かわ,side;row;surroundings;part;(watch) case
n1,可愛い,かわいい,pretty;cute;lovely;charming;dear;darling;pet
n1,可愛がる,かわいがる,to love;to be affectionate
n1,可哀想,かわいそう,poor;pitiable;pathetic
n1,可愛らしい,かわいらしい,lovely;sweet
n1,交わす,かわす,to exchange (messages);to dodge;to parry;to avoid;to turn aside
n1,代わる,かわる,to take the place of;to relieve;to be substituted for;to be exchanged;to change places with;to take
n1,代わる代わる,かわるがわる,alternately
n1,乾,かん,heaven;emperor
n1,管,かん,pipe;tube
n1,幹,かん,(tree) trunk
n1,冠,かん,crown;diadem;first;best;peerless;cap;naming;designating;initiating on coming of age;top character ra
n1,観,かん,look;appearance;spectacle
n1,館,かん,house;hall;building;hotel;inn;guesthouse
n1,簡易,かんい,simplicity;easiness;quasi-
n1,感慨,かんがい,strong feelings;deep emotion
n1,寒気,かんき,cold;frost;chill
n1,簡潔,かんけつ,brevity;conciseness;simplicity
n1,還元,かんげん,resolution;reduction;return to origins
n1,刊行,かんこう,publication;issue
n1,慣行,かんこう,customary practice;habit;traditional event
n1,勧告,かんこく,advice;counsel;remonstrance;recommendation
n1,看護,かんご,nursing;(army) nurse
n1,漢語,かんご,Chinese word;Sino-Japanese word
n1,換算,かんさん,conversion;change;exchange
n1,監視,かんし,observation;guarding;inspection;surveillance
n1,慣習,かんしゅう,usual (historical) custom
n1,観衆,かんしゅう,spectators;onlookers;members of the audience
n1,干渉,かんしょう,interference;intervention
n1,感触,かんしょく,sense of touch;feeling;sensation
n1,肝心,かんじん,essential;fundamental;crucial;vital;main
n1,歓声,かんせい,cheer;shout of joy
n1,感染,かんせん,infection;contagion
n1,幹線,かんせん,main line;trunk line
n1,関税,かんぜい,customs;duty;tariff
n1,簡素,かんそ,simplicity;plain
n1,観点,かんてん,point of view
n1,感度,かんど,sensitivity;severity (quake)
n1,幹部,かんぶ,management;(executive) staff;leaders
n1,勘弁,かんべん,pardon;forgiveness;forbearance
n1,完璧,かんぺき,perfection;completeness;flawless
n1,感無量,かんむりょう,deep feeling;inexpressible feeling;filled with emotion
n1,勧誘,かんゆう,invitation;solicitation;canvassing;inducement;persuasion;encouragement
n1,関与,かんよ,participation;taking part in;participating in;being concerned in
n1,慣用,かんよう,common;customary
n1,寛容,かんよう,forbearance;tolerance;generosity
n1,観覧,かんらん,viewing
n1,官僚,かんりょう,bureaucrat;bureaucracy
n1,慣例,かんれい,custom;precedent;of convention
n1,還暦,かんれき,60th birthday
n1,貫禄,かんろく,presence;dignity
n1,緩和,かんわ,relief;mitigation
n1,蓋,がい,cover;lid;cap
n1,街,がい,~street;~quarters
n1,外貨,がいか,imported goods;foreign money
n1,外観,がいかん,appearance;exterior;facade
n1,外相,がいしょう,Foreign Minister
n1,害する,がいする,to injure;to damage;to harm;to kill;to hinder
n1,概説,がいせつ,general statement;outline
n1,該当,がいとう,corresponding;answering to;coming under
n1,街頭,がいとう,in the street
n1,概念,がいねん,general idea;concept;notion
n1,外来,がいらい,imported;outpatient clinic
n1,概略,がいりゃく,outline;summary;gist;in brief
n1,学芸,がくげい,arts and sciences;liberal arts
